,Entry,Organism,EC numbers,Interpro_ids,Org
6,A6QGJ8,Staphylococcus aureus (strain Newman),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
7,P99113,Staphylococcus aureus (strain N315),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
8,Q6G9R3,Staphylococcus aureus (strain MSSA476),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
9,A8Z1X0,Staphylococcus aureus (strain USA300 / TCH1516),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
10,P63741,Staphylococcus aureus (strain Mu50 / ATCC 700699),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
11,A7X1U3,Staphylococcus aureus (strain Mu3 / ATCC 700698),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
12,Q2FYZ5,Staphylococcus aureus (strain NCTC 8325 / PS 47),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
13,Q2YXR6,Staphylococcus aureus (strain bovine RF122 / ET3-1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus aureus
14,Q5HPP1,Staphylococcus epidermidis (strain ATCC 35984 / RP62A),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Staphylococcus epidermidis
0,Q9UUE1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Schizosaccharomyces pombe
0,Q867C9,Equus caballus (Horse),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Equus caballus
0,P19367,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
1,P35557,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
2,P52789,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
3,P52790,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
4,Q2TB90,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
5,P05708,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
6,P17710,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
7,P27595,Bos taurus (Bovine),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Bos taurus
8,P17712,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
9,P52792,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
10,P27881,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
11,O08528,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
12,P27926,Rattus norvegicus (Rat),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Rattus norvegicus
13,Q3TRM8,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
14,Q91W97,Mus musculus (Mouse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Mus musculus
15,Q5RC71,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Pongo abelii
16,A2PYL6,Equus caballus (Horse),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Equus caballus
17,Q1W674,Sus scrofa (Pig),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Sus scrofa
18,A2PYL8,Equus grevyi (Grevy's zebra),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Equus grevyi
19,A2PYL7,Equus zebra (Mountain zebra),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Equus zebra
0,P15280,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
1,Q7G065,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
2,Q0D7I3,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
3,Q688T8,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
4,Q69T99,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
5,Q6AVT2,Oryza sativa subsp. japonica (Rice),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']",Oryza sativa
0,Q56301,Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Thermococcus litoralis
0,P09202,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Schizosaccharomyces pombe
1,P09201,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Saccharomyces cerevisiae
0,B0KUG0,Pseudomonas putida (strain GB-1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas putida
1,A5VZG7,Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas putida
2,Q88NX8,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Pseudomonas putida
0,Q57991,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),2.7.2.4,"['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041746', 'InterPro:IPR045865']",Methanocaldococcus jannaschii
0,B9KRP4,Cereibacter sphaeroides (strain KD131 / KCTC 12085) (Rhodobacter sphaeroides),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Cereibacter sphaeroides
1,A3PJB4,Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) (Rhodobacter sphaeroides),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Cereibacter sphaeroides
2,A4WRT7,Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Cereibacter sphaeroides
3,Q3J317,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Cereibacter sphaeroides
0,A0R2E1,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Mycolicibacterium smegmatis
0,Q9SEK3,Spinacia oleracea (Spinach),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Spinacia oleracea
0,P07342,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Saccharomyces cerevisiae
1,P36620,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Schizosaccharomyces pombe
0,Q42806,Glycine max (Soybean) (Glycine hispida),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Glycine max
0,Q94523,Drosophila melanogaster (Fruit fly),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Drosophila melanogaster
1,P21914,Drosophila melanogaster (Fruit fly),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Drosophila melanogaster
0,Q6H4G3,Oryza sativa subsp. japonica (Rice),1.3.5.1,"['InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Oryza sativa
1,Q9S827,Oryza sativa subsp. japonica (Rice),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Oryza sativa
2,Q6ZDY8,Oryza sativa subsp. japonica (Rice),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Oryza sativa
0,P00636,Sus scrofa (Pig),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Sus scrofa
0,P00512,Geobacillus stearothermophilus (Bacillus stearothermophilus),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Geobacillus stearothermophilus
0,P0AC47,Escherichia coli (strain K12),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Escherichia coli
1,P00363,Escherichia coli (strain K12),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR005884', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Escherichia coli
2,P07014,Escherichia coli (strain K12),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Escherichia coli
3,P0AC41,Escherichia coli (strain K12),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Escherichia coli
4,P0AC49,Escherichia coli O157:H7,1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Escherichia coli
5,P0AC43,Escherichia coli O157:H7,1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Escherichia coli
6,P0AC48,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Escherichia coli
7,P0AC42,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Escherichia coli
8,P0AC50,Shigella flexneri,1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Shigella flexneri
0,Q57572,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Methanocaldococcus jannaschii
0,Q8DQ85,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
1,C1CDP4,Streptococcus pneumoniae (strain JJA),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
2,C1C6M8,Streptococcus pneumoniae (strain 70585),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
3,B2IP53,Streptococcus pneumoniae (strain CGSP14),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
4,C1CJY4,Streptococcus pneumoniae (strain P1031),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
5,B1IB66,Streptococcus pneumoniae (strain Hungary19A-6),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
6,C1CRZ7,Streptococcus pneumoniae (strain Taiwan19F-14),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
7,B5E3Z8,Streptococcus pneumoniae serotype 19F (strain G54),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
8,B8ZNU0,Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
9,Q04L24,Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
10,Q97RC6,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Streptococcus pneumoniae
0,P9WKE5,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mycobacterium tuberculosis
1,P9WKE4,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Mycobacterium tuberculosis
0,P78985,Aspergillus niger,2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Aspergillus niger
0,Q5SMC1,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Thermus thermophilus
1,Q72G72,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Thermus thermophilus
0,O34011,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Rhodobacter capsulatus
0,Q9WY82,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Thermotoga maritima
0,P9WG41,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Mycobacterium tuberculosis
1,P9WG39,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR045229']",Mycobacterium tuberculosis
2,P9WKJ3,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.2.1.6,"['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']",Mycobacterium tuberculosis
3,O53554,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),2.2.1.6,"['InterPro:IPR011766', 'InterPro:IPR012001', 'InterPro:IPR029061', 'InterPro:IPR045229']",Mycobacterium tuberculosis
4,P9WG40,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']",Mycobacterium tuberculosis
5,P9WKJ2,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),2.2.1.6,"['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']",Mycobacterium tuberculosis
6,P9WG38,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),2.2.1.6,"['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR045229']",Mycobacterium tuberculosis
