	Entry	Organism	EC numbers	Interpro_ids
0	O30807	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	['EC 1.1.1.39']	['InterPro:IPR002505', 'InterPro:IPR012188', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR042112', 'InterPro:IPR042113', 'InterPro:IPR045213', 'InterPro:IPR046346']
0	P37225	Solanum tuberosum (Potato)	['EC 1.1.1.39']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
1	P37221	Solanum tuberosum (Potato)	['EC 1.1.1.39']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
0	P76558	Escherichia coli (strain K12)	['EC 1.1.1.40']	['InterPro:IPR002505', 'InterPro:IPR012188', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR042112', 'InterPro:IPR042113', 'InterPro:IPR045213', 'InterPro:IPR046346']
1	P16243	Zea mays (Maize)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
2	P28227	Anas platyrhynchos (Mallard) (Anas boschas)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
0	Q9XGZ0	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
1	O82191	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
2	Q9CA83	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
3	Q9LYG3	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
0	P48163	Homo sapiens (Human)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
1	Q16798	Homo sapiens (Human)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
0	P37222	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	['EC 1.1.1.40']	['InterPro:IPR001891', 'InterPro:IPR012301', 'InterPro:IPR012302', 'InterPro:IPR015884', 'InterPro:IPR036291', 'InterPro:IPR037062', 'InterPro:IPR046346']
0	P50213	Homo sapiens (Human)	['EC 1.1.1.41']	['InterPro:IPR004434', 'InterPro:IPR019818', 'InterPro:IPR024084']
0	P56471	Sus scrofa (Pig)	['EC 1.1.1.41']	['InterPro:IPR024084']
0	P28241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.41']	['InterPro:IPR004434', 'InterPro:IPR019818', 'InterPro:IPR024084']
1	P28834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.41']	['InterPro:IPR004434', 'InterPro:IPR019818', 'InterPro:IPR024084']
2	O13302	Ajellomyces capsulatus (Darling's disease fungus) (Histoplasma capsulatum)	['EC 1.1.1.41']	['InterPro:IPR004434', 'InterPro:IPR019818', 'InterPro:IPR024084']
0	P33198	Sus scrofa (Pig)	['EC 1.1.1.42']	['InterPro:IPR004790', 'InterPro:IPR019818', 'InterPro:IPR024084']
1	P20304	Sus scrofa (Pig)	['EC 1.1.1.42']	[]
0	O88844	Mus musculus (Mouse)	['EC 1.1.1.42']	['InterPro:IPR004790', 'InterPro:IPR019818', 'InterPro:IPR024084']
1	P54071	Mus musculus (Mouse)	['EC 1.1.1.42']	['InterPro:IPR004790', 'InterPro:IPR019818', 'InterPro:IPR024084']
0	P85968	Rattus norvegicus (Rat)	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
0	P00349	Ovis aries (Sheep)	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
0	P00350	Escherichia coli (strain K12)	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
1	P37754	Escherichia coli	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
2	O60037	Cunninghamella elegans	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
3	P14062	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
4	P37756	Shigella flexneri	['EC 1.1.1.44']	['InterPro:IPR006113', 'InterPro:IPR006114', 'InterPro:IPR006115', 'InterPro:IPR006183', 'InterPro:IPR006184', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR036291']
0	Q8SQ26	Sus scrofa (Pig)	['EC 1.1.1.45']	['InterPro:IPR006108', 'InterPro:IPR006176', 'InterPro:IPR008927', 'InterPro:IPR013328', 'InterPro:IPR022694', 'InterPro:IPR036291']
0	P11413	Homo sapiens (Human)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
0	Q9FJI5	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
1	Q9LK23	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
2	Q43727	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
3	Q8L743	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
4	Q9FY99	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
0	P05370	Rattus norvegicus (Rat)	['EC 1.1.1.49']	['InterPro:IPR001282', 'InterPro:IPR019796', 'InterPro:IPR022674', 'InterPro:IPR022675', 'InterPro:IPR036291']
0	P0A9S5	Escherichia coli (strain K12)	['EC 1.1.1.6', 'EC 1.1.1.75']	['InterPro:IPR001670', 'InterPro:IPR016205', 'InterPro:IPR018211']
1	P0A9S6	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 1.1.1.6']	['InterPro:IPR001670', 'InterPro:IPR016205', 'InterPro:IPR018211']
0	O14756	Homo sapiens (Human)	['EC 1.1.1.105', 'EC 1.1.1.209', 'EC 1.1.1.239', 'EC 1.1.1.53', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
1	P14061	Homo sapiens (Human)	['EC 1.1.1.51', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR011348', 'InterPro:IPR020904', 'InterPro:IPR036291']
2	P17516	Homo sapiens (Human)	['EC 1.1.1.-', 'EC 1.1.1.209', 'EC 1.1.1.210', 'EC 1.1.1.51', 'EC 1.1.1.53', 'EC 1.1.1.62', 'EC 1.1.1.357', 'EC 1.1.1.225']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
4	P52895	Homo sapiens (Human)	['EC 1.-.-.-', 'EC 1.1.1.112', 'EC 1.1.1.209', 'EC 1.1.1.53', 'EC 1.1.1.62', 'EC 1.3.1.20', 'EC 1.1.1.357']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
5	Q04828	Homo sapiens (Human)	['EC 1.1.1.-', 'EC 1.1.1.112', 'EC 1.1.1.209', 'EC 1.1.1.210', 'EC 1.1.1.357', 'EC 1.1.1.51', 'EC 1.1.1.53', 'EC 1.1.1.62', 'EC 1.3.1.20', 'EC 1.1.1.149']	['InterPro:IPR018170', 'InterPro:IPR020471', 'InterPro:IPR023210', 'InterPro:IPR036812', 'InterPro:IPR044482']
6	Q53GQ0	Homo sapiens (Human)	['EC 1.1.1.330', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
7	Q6UWP2	Homo sapiens (Human)	['EC 1.1.1.270', 'EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
8	Q8NBQ5	Homo sapiens (Human)	['EC 1.1.1.62']	['InterPro:IPR002347', 'InterPro:IPR036291']
9	P37059	Homo sapiens (Human)	['EC 1.1.1.62', 'EC 1.1.1.239']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291']
0	P47727	Rattus norvegicus (Rat)	['EC 1.1.1.184', 'EC 1.1.1.196, EC 1.1.1.197', 'EC 1.1.1.71', 'EC 1.1.1.189']	['InterPro:IPR002347', 'InterPro:IPR020904', 'InterPro:IPR036291', 'InterPro:IPR045313']
0	Q8N335	Homo sapiens (Human)	['EC 1.1.1.8']	['InterPro:IPR006109', 'InterPro:IPR006168', 'InterPro:IPR008927', 'InterPro:IPR011128', 'InterPro:IPR013328', 'InterPro:IPR017751', 'InterPro:IPR036291']
1	P21695	Homo sapiens (Human)	['EC 1.1.1.8']	['InterPro:IPR006109', 'InterPro:IPR006168', 'InterPro:IPR008927', 'InterPro:IPR011128', 'InterPro:IPR013328', 'InterPro:IPR017751', 'InterPro:IPR036291']
0	P08507	Oryctolagus cuniculus (Rabbit)	['EC 1.1.1.8']	['InterPro:IPR006109', 'InterPro:IPR006168', 'InterPro:IPR008927', 'InterPro:IPR011128', 'InterPro:IPR013328', 'InterPro:IPR017751', 'InterPro:IPR036291']
0	P21528	Pisum sativum (Garden pea)	['EC 1.1.1.82']	['InterPro:IPR001236', 'InterPro:IPR001252', 'InterPro:IPR010945', 'InterPro:IPR011273', 'InterPro:IPR015955', 'InterPro:IPR022383', 'InterPro:IPR036291']
0	P40495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.87']	['InterPro:IPR019818', 'InterPro:IPR024084']
0	P35497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.-', 'EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
1	Q07993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
2	Q07786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.1.-', 'EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
3	P22144	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	['EC 1.1.1.9']	['InterPro:IPR002328', 'InterPro:IPR011032', 'InterPro:IPR013149', 'InterPro:IPR013154', 'InterPro:IPR020843', 'InterPro:IPR036291', 'InterPro:IPR045306']
0	O49485	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.95']	['InterPro:IPR002912', 'InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR006236', 'InterPro:IPR015878', 'InterPro:IPR029009', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291', 'InterPro:IPR045626', 'InterPro:IPR045865']
1	O04130	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.95']	['InterPro:IPR002912', 'InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR006236', 'InterPro:IPR029009', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291', 'InterPro:IPR045626', 'InterPro:IPR045865']
2	Q9LT69	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.1.1.95']	['InterPro:IPR002912', 'InterPro:IPR006139', 'InterPro:IPR006140', 'InterPro:IPR006236', 'InterPro:IPR015878', 'InterPro:IPR029009', 'InterPro:IPR029752', 'InterPro:IPR029753', 'InterPro:IPR036291', 'InterPro:IPR045626', 'InterPro:IPR045865']
0	P39976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.99.40', 'EC 1.1.2.4']	['InterPro:IPR004113', 'InterPro:IPR006094', 'InterPro:IPR016164', 'InterPro:IPR016166', 'InterPro:IPR016167', 'InterPro:IPR016169', 'InterPro:IPR016171', 'InterPro:IPR036318']
1	P32891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.2.4']	['InterPro:IPR004113', 'InterPro:IPR006094', 'InterPro:IPR016164', 'InterPro:IPR016166', 'InterPro:IPR016169', 'InterPro:IPR016171', 'InterPro:IPR036318']
2	P46681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	['EC 1.1.99.40', 'EC 1.1.2.4']	['InterPro:IPR004113', 'InterPro:IPR006094', 'InterPro:IPR016164', 'InterPro:IPR016166', 'InterPro:IPR016167', 'InterPro:IPR016169', 'InterPro:IPR016171', 'InterPro:IPR036318']
0	A0A3L6E0R4	Zea mays (Maize)	['EC 1.1.3.15']	['InterPro:IPR000262', 'InterPro:IPR008259', 'InterPro:IPR012133', 'InterPro:IPR013785', 'InterPro:IPR037396']
0	P13006	Aspergillus niger	['EC 1.1.3.4']	['InterPro:IPR000172', 'InterPro:IPR007867', 'InterPro:IPR012132', 'InterPro:IPR027424', 'InterPro:IPR036188']
1	P81156	Penicillium amagasakiense	['EC 1.1.3.4']	['InterPro:IPR000172', 'InterPro:IPR007867', 'InterPro:IPR012132', 'InterPro:IPR027424', 'InterPro:IPR036188']
0	P12676	Streptomyces sp. (strain SA-COO)	['EC 1.1.3.6', 'EC 5.3.3.1']	['InterPro:IPR000172', 'InterPro:IPR006311', 'InterPro:IPR007867', 'InterPro:IPR036188']
1	P22637	Brevibacterium sterolicum	['EC 1.1.3.6', 'EC 5.3.3.1']	['InterPro:IPR000172', 'InterPro:IPR006311', 'InterPro:IPR007867', 'InterPro:IPR036188']
0	P0A9C0	Escherichia coli (strain K12)	['EC 1.1.5.3']	['InterPro:IPR000447', 'InterPro:IPR006076', 'InterPro:IPR007419', 'InterPro:IPR017752', 'InterPro:IPR036188', 'InterPro:IPR041854']
1	P13035	Escherichia coli (strain K12)	['EC 1.1.5.3']	['InterPro:IPR000447', 'InterPro:IPR006076', 'InterPro:IPR031656', 'InterPro:IPR036188', 'InterPro:IPR038299']
2	P13033	Escherichia coli (strain K12)	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
3	P0A9C1	Escherichia coli O157:H7	['EC 1.1.5.3']	['InterPro:IPR000447', 'InterPro:IPR006076', 'InterPro:IPR007419', 'InterPro:IPR017752', 'InterPro:IPR036188', 'InterPro:IPR041854']
4	Q8FFN4	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
5	B6I7H1	Escherichia coli (strain SE11)	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
6	Q8XE13	Escherichia coli O157:H7	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
7	P0A9C2	Shigella flexneri	['EC 1.1.5.3']	['InterPro:IPR000447', 'InterPro:IPR006076', 'InterPro:IPR007419', 'InterPro:IPR017752', 'InterPro:IPR036188', 'InterPro:IPR041854']
8	B1X8D6	Escherichia coli (strain K12 / DH10B)	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
9	A1AD94	Escherichia coli O1:K1 / APEC	['EC 1.1.5.3']	['InterPro:IPR003953', 'InterPro:IPR009158', 'InterPro:IPR036188']
0	O69282	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	['EC 1.1.5.4']	['InterPro:IPR006231', 'InterPro:IPR036188']
1	A4QF08	Corynebacterium glutamicum (strain R)	['EC 1.1.5.4']	['InterPro:IPR006231', 'InterPro:IPR036188']
0	P28903	Escherichia coli (strain K12)	['EC 1.1.98.6']	['InterPro:IPR001150', 'InterPro:IPR005144', 'InterPro:IPR012833', 'InterPro:IPR019777']
1	P07071	Enterobacteria phage T4 (Bacteriophage T4)	['EC 1.1.98.6']	['InterPro:IPR001150', 'InterPro:IPR012833', 'InterPro:IPR019777']
0	Q6UPE0	Rattus norvegicus (Rat)	['EC 1.1.99.1']	['InterPro:IPR000172', 'InterPro:IPR007867', 'InterPro:IPR012132', 'InterPro:IPR036188']
0	Q3L1D1	Agaricus bisporus (White button mushroom)	['EC 1.1.99.29']	['InterPro:IPR000172', 'InterPro:IPR007867', 'InterPro:IPR012132', 'InterPro:IPR036188']
0	Q39219	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
1	O22049	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
2	Q56X52	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
3	Q8LEE7	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
4	O23913	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
5	O22048	Arabidopsis thaliana (Mouse-ear cress)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
0	Q07185	Glycine max (Soybean) (Glycine hispida)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
1	O03376	Glycine max (Soybean) (Glycine hispida)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
2	Q41266	Glycine max (Soybean) (Glycine hispida)	['EC 1.10.3.11']	['InterPro:IPR002680', 'InterPro:IPR038659']
0	P07788	Bacillus subtilis (strain 168)	['EC 1.10.3.2', 'EC 1.3.3.5']	['InterPro:IPR001117', 'InterPro:IPR008972', 'InterPro:IPR011706', 'InterPro:IPR011707', 'InterPro:IPR045087']
0	P37062	Enterococcus faecalis (strain ATCC 700802 / V583)	['EC 1.11.1.1']	['InterPro:IPR004099', 'InterPro:IPR016156', 'InterPro:IPR023753', 'InterPro:IPR036188']
0	Q9N2J2	Bos taurus (Bovine)	['EC 1.11.1.12']	['InterPro:IPR000889', 'InterPro:IPR029759', 'InterPro:IPR029760', 'InterPro:IPR036249']
0	P36969	Homo sapiens (Human)	['EC 1.11.1.12']	['InterPro:IPR000889', 'InterPro:IPR029759', 'InterPro:IPR029760', 'InterPro:IPR036249']
0	P04762	Rattus norvegicus (Rat)	['EC 1.11.1.6']	['InterPro:IPR002226', 'InterPro:IPR010582', 'InterPro:IPR011614', 'InterPro:IPR018028', 'InterPro:IPR020835', 'InterPro:IPR024708', 'InterPro:IPR024711', 'InterPro:IPR040333']
0	P21179	Escherichia coli (strain K12)	['EC 1.11.1.6']	['InterPro:IPR002226', 'InterPro:IPR010582', 'InterPro:IPR011614', 'InterPro:IPR018028', 'InterPro:IPR020835', 'InterPro:IPR024708', 'InterPro:IPR024712', 'InterPro:IPR029062', 'InterPro:IPR041399', 'InterPro:IPR043156']
1	P46206	Pseudomonas syringae pv. syringae	['EC 1.11.1.6']	['InterPro:IPR002226', 'InterPro:IPR010582', 'InterPro:IPR011614', 'InterPro:IPR018028', 'InterPro:IPR020835', 'InterPro:IPR024708', 'InterPro:IPR024711']
2	Q8KHV6	Lentzea aerocolonigenes (Lechevalieria aerocolonigenes) (Saccharothrix aerocolonigenes)	['EC 1.21.98.2', 'EC 1.11.1.6']	['InterPro:IPR012347', 'InterPro:IPR026820']
3	P24168	Listeria seeligeri	['EC 1.11.1.6']	['InterPro:IPR002226', 'InterPro:IPR010582', 'InterPro:IPR011614', 'InterPro:IPR018028', 'InterPro:IPR020835', 'InterPro:IPR024708', 'InterPro:IPR024711']
4	P44390	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	['EC 1.11.1.6']	['InterPro:IPR002226', 'InterPro:IPR010582', 'InterPro:IPR011614', 'InterPro:IPR018028', 'InterPro:IPR020835', 'InterPro:IPR024708', 'InterPro:IPR024711', 'InterPro:IPR040333']
0	P80025	Bos taurus (Bovine)	['EC 1.11.1.7']	['InterPro:IPR010255', 'InterPro:IPR019791', 'InterPro:IPR029587', 'InterPro:IPR037120']
0	P00435	Bos taurus (Bovine)	['EC 1.11.1.9']	['InterPro:IPR000889', 'InterPro:IPR029759', 'InterPro:IPR029760', 'InterPro:IPR036249']
1	P37141	Bos taurus (Bovine)	['EC 1.11.1.9']	['InterPro:IPR000889', 'InterPro:IPR029759', 'InterPro:IPR029760', 'InterPro:IPR036249']
2	A6QLY2	Bos taurus (Bovine)	['EC 1.11.1.9']	['InterPro:IPR000889', 'InterPro:IPR013376', 'InterPro:IPR029759', 'InterPro:IPR029760', 'InterPro:IPR036249']
3	Q2NL01	Bos taurus (Bovine)	['EC 1.11.1.9']	['InterPro:IPR000889', 'InterPro:IPR013376', 'InterPro:IPR029760', 'InterPro:IPR036249']
0	P05164	Homo sapiens (Human)	['EC 1.11.2.2) [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain]']	['InterPro:IPR010255', 'InterPro:IPR019791', 'InterPro:IPR029609', 'InterPro:IPR037120']
0	P22318	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	['EC 1.12.1.2']	['InterPro:IPR000283', 'InterPro:IPR001041', 'InterPro:IPR016214', 'InterPro:IPR019574', 'InterPro:IPR036010']
1	P22317	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	['EC 1.12.1.2']	['InterPro:IPR001949', 'InterPro:IPR011538', 'InterPro:IPR019575', 'InterPro:IPR036249', 'InterPro:IPR037207', 'InterPro:IPR037225', 'InterPro:IPR041921']
2	P22319	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	['EC 1.12.1.2']	['InterPro:IPR006137', 'InterPro:IPR037024']
3	P22320	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	['EC 1.12.1.2']	['InterPro:IPR001501', 'InterPro:IPR018194', 'InterPro:IPR029014']
0	P31003	Geobacillus stearothermophilus (Bacillus stearothermophilus)	['EC 1.13.11.2']	['InterPro:IPR000486', 'InterPro:IPR004360', 'InterPro:IPR017624', 'InterPro:IPR029068', 'InterPro:IPR037523']
0	P21816	Rattus norvegicus (Rat)	['EC 1.13.11.20']	['InterPro:IPR010300', 'InterPro:IPR011051', 'InterPro:IPR014710']
0	Q16878	Homo sapiens (Human)	['EC 1.13.11.20']	['InterPro:IPR010300', 'InterPro:IPR011051', 'InterPro:IPR014710']
0	Q02110	Sus scrofa (Pig)	['EC 1.13.11.27']	['InterPro:IPR004360', 'InterPro:IPR005956', 'InterPro:IPR029068', 'InterPro:IPR037523', 'InterPro:IPR041735', 'InterPro:IPR041736']
0	P80064	Pseudomonas sp. (strain P.J. 874)	['EC 1.13.11.27']	['InterPro:IPR004360', 'InterPro:IPR005956', 'InterPro:IPR029068', 'InterPro:IPR037523', 'InterPro:IPR041735', 'InterPro:IPR041736']
0	P32754	Homo sapiens (Human)	['EC 1.13.11.27']	['InterPro:IPR004360', 'InterPro:IPR005956', 'InterPro:IPR029068', 'InterPro:IPR037523', 'InterPro:IPR041735', 'InterPro:IPR041736']
0	P16050	Homo sapiens (Human)	['EC 1.13.11.31', 'EC 1.13.11.33', 'EC 1.13.11.-', 'EC 1.13.11.12']	['InterPro:IPR000907', 'InterPro:IPR001024', 'InterPro:IPR001885', 'InterPro:IPR013819', 'InterPro:IPR020833', 'InterPro:IPR020834', 'InterPro:IPR036226', 'InterPro:IPR036392', 'InterPro:IPR042062']
1	P18054	Homo sapiens (Human)	['EC 1.13.11.-', 'EC 1.13.11.31', 'EC 1.13.11.33', 'EC 3.3.2.-']	['InterPro:IPR000907', 'InterPro:IPR001024', 'InterPro:IPR001885', 'InterPro:IPR013819', 'InterPro:IPR020833', 'InterPro:IPR020834', 'InterPro:IPR036226', 'InterPro:IPR036392', 'InterPro:IPR042062']
